artist_lower,album_lower,Spotify Album ID
old saw,dissection maps,19dvaOzZxdYE8C496RhoAX
chlär,body whispers,5GQEWui4ULRhVIuiYd3PGr
holly arrowsmith,blue dreams,5lz235rEOhBXtnAlzu9HnV
dog day,a t-shirt with writing on it,5CqnQmbOvKxf6IfCxXavm7
torn,immortal,4GMMTUUpfs2Io5vvRX8FtV
kmru,natur,2xKU4XQgji5JzE18nt5hIl
iress,"sleep now, in reverse",7FO5FYSOvklvOHwnHqQW4F
daniel casimir,balance,0u6zpvjuXNoL5W60QJeAnt
throwing snow,isthmus,1xfDWJsi1OPdJ0qn2yfiwA
nonna fab,we still out here,4XnYzwU6qehRJ6kGtNql2b
pj bridger,pj bridger - roots ep,3QGxTObuHyYksV11JzSrwE
yann novak,the voices of theseus,1z5Nyx5qrZ92waGvk4tEXh
raphael roginski,borbašo gvazdikas,5riflYsPDVyNR5IqAliicD
passepartout duo,radio yugawara,0aw2GEaPdhYF3J5GUAwZXU
kamixlo,deathwork,4twsaFywvEzrx9mBhm046M
trentemøller,nightfall,51oPIrsRygc2cZ0gbWK78u
epic,nassau manor,3bMKb24U76mcapCfO3v57v
coughin' vicars,curses & prayers,5bmBOCdoHXGQvwUXljXRSP
andrae durden,lasca / denial,39HzZJGOOnB1UyRWWn6PvI
kevin fowley,à feu doux,4bUyxB1nPpyGuwpeYYIzdE
dekonstructor,triple or nothing,4iTlmpDmaw8u0Ce8wkIp1L
tina davidson,tina davidson: barefoot,680AmWiKniTb041yJaBo1B
slowly rolling camera,silver shadow,77D07PWUVtGQXMW2nBStG2
magmakammer,before i burn,0Jh4sCkZOk6uKrc4FS2eA2
nectax,body talk ep,5nICzgWI2sgVY7yN4eal6V
bill callahan,resuscitate!,138tu0Nj4uQS0ewYsTLcpk
cultus mortem,anhedonia,0yus9YUwXSAAASvsn8FLzN
the oracle,firstborn of the dead,748LtxuwH2Ngis3S1xf5ye
whiteweek,ethereal breakpoint,5ugIXHvHZFFVLsDk4s3HLT
coretex,bad muzzy,6a2bAYNTiIoics7jUKtnhY
moor mother,the great bailout (deluxe),3mIAS08p5S6saThd9WMl2S
naïm amor,stories,0JUMxxkzFdHn6YceUHcYHy
almach,the whispers of the desert,2FyI3SytHrcAsX4HAZA4AA
forsaken keep,secrets of the starlit citadel,03lk2XxxkcFytxRhXUIiuC
solstitium,morgoth,2O1DIFpm9a59qQKWdaHXKQ
alburnum,the withered roots of reality,5fKY0u7NujKX5jZD72sNAV
infested entrails,vile enrapture,1s9D9dyoED8gSJDRIaIWm8
voidlung,maledictus rex,1EuSd3iz9j8db4F9ORrMad
nyctophagia,broken human kingdom,7Mx8EZ0mAjH3qkDq9wpBjk
gornormity,slutted and gutted,6IAprynDq5VhMCRaHsiLJb
born in the purple,running,25CVlwJNmVPSeLq4NcLu8S
unholy calamity,intravenous: evil in our blood,0l10oUg6ZwmTINqZTkOE91
perilous grave,countess of crimson knights,5W97NofELcqEmORG5aqyZj
mortuorum,drifter of dimensions,0yT7u9JRyMWLdBNPkzV2xI
буйтур,der nachkrieg,7knUlAcEkCxnCedan16P3B
world war three,throwing up a baby?,1t1L9p3vjd79oZlnsIxfon
aszeloth,aszelothism 0.5,4jD3uYiLorZXrG3ohgFxM9
collateral detriment,brainwash,2Bc60oX3RyY1kzIlPMaVwU
atmosfear unkaged,the dearly departed,4Rx5rJ4IeRXTLEwtylYnoC
frontera del olvido,lost in the darkness,7o4Qh2dfiCMG6fA6Wauxbk
gormoth,az élet alkonya,6dl7coVSfAZH3syiYcr8PX
outworld,fallen angels,2LHYSVulPk8HM1hMU81VQs
ithaca,el sol sin ser,791M781rdGRSbTiSKQOfJY
paydretz,paydretz (1793-2023),6gEIUQCsQDwRClMDj9F89t
fenris vrede,betrayal,4KAxAd2vvFuomhYw4wPbqS
varken,dreams and torment,0mFAI4J9b8PyEql6I5ebSH
mufa666,tropikäos,2MLkgYTYvmdDPZRQCMP0o0
föhn,bereft,5k0gDsc10G9CcjRwtOjSp9
counterattack,recoil,4OHgI4smYQKzOyBDYO0i1C
sigma nine,where the embers lie,6WSPAYnajgtL13JAAFh3T3
hell is a city,skinpiston,2tD3W4xgrxPrNS6eUGJlXY
rebelión,esclavo,3znUuLavLlvLlqRedCSfyx
norsegod,helheim,4ufDBM7lVIYMxoTnOOmBsf
harvestman,triptych: part two,6Krlc1zrKTFAxMLmOfzJUI
dark heart,out of the shadows,4d3o4RCmTkZCddbjjPpJYb
celestial gorge,devouring heavenly bodies,4MGsVcYTTa6X4inkpCMGmW
evisceration holocaust,putrid sodomized abomination,2JNrlsHwJBkXRhGDNcnQrD
hrobar,mŕtvy ťah,5sYW6XbfzqhNkJ3xBfkHne
immorium,rose water black,4Q4BLg5vgzX7WDucXqeL8C
bestiality,the chains of torment,7giwxCrn5nvCaFCBrRtPlj
midoran,last night i remember your magical light,3aJfYdNMGjAB3dKoAa5zUN
fearless end,echoes from an endless war,5SNlpeoaiwjE6UKj6mT8KB
legalize homicide,demo 2024,1CyHpVBdnXL3Xgydtaw2u2
polímata,tlahuizcalpantecuhtli: señor del alba,70yPTWnx6mc5FvTMBHvykn
kerkerengel,...from a dishonoured grave,2LfuWXBfmBM5ti94KjWEgm
anthems of isolation,the heirs of canaan,51p2SCZeQpbJzaxl1YSLoL
folkheim,y la herida se cerró de cansancio,2ZP6rUWLTynk0kupeU7cny
old leshy,na skraju przepasci,3Evz8Fi8qu13D5jwnbwG5m
aydra,forever hide,6vKNeX5bKM7tMAdaByG2O5
бмборчипмхзтбфиэмсунсцвит,неизбежность ii,0WDQkaXIuloAOndGJ3zBAb
ajusticiado,obsolescencia humana,2dcQWO5eBaRT0wUbFGjSbQ
fatalicide,sacrament of depravity,73NbXSKSFqdG6rzbyxEJCR
grotesque desecration,dawn of abomination,4M9Wg1wnlmJJ7RpvEwRAvB
marquis de sade,marquis de sade i,51u2XQSw3AYRXnUdHxxoZu
rope,red nights,1MjymrONssGgJwQnZBAlz1
slugweed,the mind's ability to think abstract thoughts,1z1AJYIKmhJYoEwBO1MvbQ
suture-self,cryptic child,2A4KwX9bLRUMoUQVLB5R6L
berstug,shadows over uncharted paths,17EVzzbonemcuxnM6ZkzEb
groaning retch,regurgitated mucilage,1UctobxYAsIQPUTu9na4Nm
goatrocity,atrocity of god,2K3t4Yb6VIPIyz5EtgJOZ0
kvele,frostbitten apocalypse,5R4D0GrDMvZ6vzviYrKIPT
dios serpiente,duelo de gigantes,4IufzIQrllzTC6MmnhNeIN
deformeth,demo 2024,7o1zl8u1UMXrOaBedGwuLG
frøggë,lost in the temple of slime,3Oes6v1HowVUsDVUU1GViO
4377,war-ld,0gMLB2oklHfXRuz0XCQi0D
talvihauta,the maid,2jqDhifXhqCv4XxY6WMDkd
acromantula,ouroborus,3u7KT3hfiJgtTajSmjsSfV
kharn,world eater,4laUzcYjFkigNPSPxP6Th0
athica,the eternal cycle,7xJHaCsQb9HEvZaiLwHjfg
holocaust whore house,fistacunt,2pvhyhmhFMC7lDgUo9clOC
аллюзион,морозко,5v3tsFWlaSiUpYKKqFq88G
one tusk,a world i'm afraid of,4PLeTW3CjhupILSm6um8Jk
dead crown,nire sustraiak,3hZBpf3A4ToSElYTCD4bDj
destruction of orion,decreasing brightness,7iU5AWAQdK9VkxqTT0hmUs
überhate,sunyata,5i2ubV7c7DWw9tgohjfyF5
malodorous,conglomeration of souls,160RYMMyO3DzJ4iH72HdVl
iron gaze,exordium,1Noii0YcTa8b7OhlA2g2f2
bastard mycosis,the perpetual harvest,1HSCNw17a9nNw7ZHoF3KKD
the great kat,demons 2,2pJTRVDU2uhPP88SfdhkTO
into subversion,under expiring light,5yniuyBgHFhUgYdBA53dWg
дети камня,ждали 2000 лет,1GycOohAjd7HCy5CfTq7qZ
eisregen,am abgrund,4AEIgRpzkBHFYkJ01oAVHJ
whitecrow,soul elysium,2JYZ2cwJt5DCrGUIaMzCmC
enchanted steel,quest for the battle of battle,1jMV5VKhDauteq8wWOlg9Y
forlornness,lost reason to live,0A0Y7q1tiAqxvwGaAGwHjE
alizam,taedium vitae,5cFC5hLlLpwfBLS5I5mRNl
chemical storm,digital dementia,6PzwGpjFCwtMjNsPtp2Drj
pneuma hagion,the temple fires,2KAfnjjsSR22CJ3m1KQGKV
mork,utbrent,1nqOfK8cjhbAsVzt0oREd9
mephissus,the philosophy of death,63yD1k7hWLrlHrwguTJBut
control tech,matrix,30lKwkOWi32BQcaXuJhFao
killer,secret recipe,09jwEmaHlGqhugmiU2SWAD
sebastian babbitt,in the cage,18miNPPoavQpOPAgdKZbgu
твой брат топор,изба-бухальня,10S6TQ6BKxPX1Ze0SGQstZ
putrilence,demo 2024,6wDJRshAjoaRKG1Gig5Ijv
penumbra,un nuevo comienzo,2x6jyCOameShgbT4Z7WgBg
twisted,trilogía de la muerte verde,3b5UhcCfmWsdReLVRmGXQX
la nuit,mmcccvii,1AZ6hkvB9u0vTvMf6XNWED
nobody guitar,i am hate,2rkDDtVixIIKIVbUdHvfcw
insanium,the fall of man,4Ug5QckLM0Yxk2qsYbbpuA
lamassu,guns,5hUQ5ykwwyyf0PHGGnTIKI
tears of tragedy,wonder arts,2B7wRakLDFPcu1JqfXVdQ1
zombie ritual,day of the zombie demons,7rX60BVwu7S2o9kX3Gj6Vh
demon sacrifice,under the blacklight of divine,5u8nEhZpT0TRBB3C6OTRu8
aquelarre,aldebarán,0KS9OVK32gU2seIz4JmLlK
jugulator,imperator insector,7510N6oiogm1JFd6bdkXY5
amerta,hejira,13JmMxExKET9FUYTU0ZXGu
the great kat,jeanie with the light brown hair,2ohv0I4bQkYwLTwXVT5Rmz
a karmic gray,rendering reality: part one,0Ribh8SK9KktSgHDSgxiYG
gyves,my death sentiment,3ZuoazGDQhYPDYvb59GKFp
ghettorectomy,tha lost tapes,6cVEQpG3vyRhZh7OLsJ3iF
attractive chaos,magical powers,5Nz0j9MMaeqZuS6niUrBEr
mäfü,tortura cáustica (demo),0UsuSfOAH6rj7uyOQpbf98
lurking terror,this is war,1C3Hhcz4GtSjoW6QFLHROP
denying god,dying stars,5Yxn9WUM3065tuIElgKkMq
heinous exsanguination,"severed limbs, mangled remains",3zVgJS2L3B79GRHMUUIbnk
loudblast,from beyond ii (the return),5MWjt4cl8UNOr8DRx7EL1o
burial remains,soulreaper,4ETH0GoxXZNCkgF9rBqeVL
mahr,the sovereign of emptiness,0ESAZEUEjupCM2bO50nQEB
fugitivus,beyond the abyss (demo),11ZUgUGozYlWcbCDekf1BW
pathfinder,powerless,3FHwhFYxCvGTD0vJuP4m28
archangel force,metal warfare,6vC5q9vKvlG04oTiwc0XWE
zeit der dunkelheit,verrückt,4YMcF4CfjFwuMzir85pwok
absurd aroma,vile stench conjured from a disturbed individuals mind,5QdhET8YEzokwP2pTOMbpX
weaponized,peacemaker,0vyRKl3ttaAAlP9ZkiT8fN
humphrey freeman,fantasy,2qDgQu2kmZYmGmlwhRvE9v
mario le mole,chase the buck,6TNNLWFK74rnYI5rqd4Uxn
el lado oscuro,into the void,3MyViT4OCd7L375NcAbuWW
val tvoar,nine lives,6OGtQCYwpgf4P8Wy9kwiOC
four days of funeral,opalescence,1QDJ1sabW4PW3NxTZac3pY
cuervo chile,praderas que renacen,41jxHFALj0E1dLZPtWkjkd
ad infinitum,my halo,46F3hRy3U1LMctMliAMfGY
dread ogre,get ready for the storm,4ySD3CcYOl1HbGbejFRZvI
disgustibus,promo 2024,3ZDiL6h8xQqJUvB3Ltus0P
alias noone,primordials,1HjZ7I2GANJZpx5BEcoRLU
denigrate,crystal rest,2YVL3ZFbs4t09NKa0ZoMU4
first to die,мішень,5n1HAGA89FMaP4cxQinx4o
tyranno,the last nail in the coffin,5CMfYiur20zSDcuTfwosXE
drowned in torment,bathing in fluoroantimonic acid,1DCKkQdMoMg0SDXSi5Nr3Y
the great kat,oily,7ddcFybaoP3ga2qLV5Nlw2
najand,the letter of death,0ZRsI1FQfDMent2vXCVd1a
vaziio,my miserable journey,6aekDb7XAvYPszybnApwMF
nocturnal spawn,tiamat,58sGAaPlB1hKuARtd998VL
valsa pintura,plénitude,1qIgk84ieZf9m4YezQK7uB
jerry cantrell,vilified,1KKquIPw32BeeVBky9AHFe
muras,the eye of the hunter king,0IlETMdboYuBSyp2O6Wck2
endless dark insanity from desolated living hell,emptiness in my nightmares,58aBHq8hvnZIIAXGrdGXBH
mustasch,off my mind,16xjCSn84FUgHF8kASfOb1
battlequest,the citadel,2aR8Ef3xIBY9J3b9OoWOiM
blood red delusion,hollow queen,6P4M0jwXNkWjFga9aBxR1g
cyanigma,little grave on the prairie,0XfCJq8608EuxVy93zKkM5
tol morwen,the shieldmaiden,1w2S0Rgqt1WeeGGrNMZgEI
forged by fire,fire for effect,7BmdZW0uQM0sDJdXjwHWC0
hate to see you,темнота холодных фонарей,43Utiry6MXl067THWisLxm
psithur,exodus,6440PnCe1vzyxxhAIMPXZw
savage attack,up from the graves,79C52JEPQewpCoIilH4dKj
tear me harder,the end begins,4o483kgJQcBUTslmf0Kmdk
creator undone,song of the carrion eaters,3JbPtyMt2OpyCFgNyfT3m0
turtlesun,my scars,7BeZzDdnjgDpSdhHevACBS
ironflame,kingdom torn asunder,3opCVQHLmg2BrBag8vs5bX
disologist,roots of human decay,4SZyuTcHkTYZalZj2ks8jS
ivory primarch,the portrait,77xkPI7yNQFhXRkI7rIHPO
sirius,a quest for life,3msBo5PgrBganBxNUlC8Yy
art of attrition,...and it will all end forever,6DiiwAxPdDmBblIrwjBAdW
wraithfyre,of fell peaks and haunted chasms,7Iv694AyLYr7EHQVqRZKqc
wurm flesh,teratogenic malformation,53o4yx2prqIJIhdy5TRFBU
dead alive,flip the switch,2KLBu0lezp2013pJ7G7Ua3
knightsune,a sky full of ghosts,1JWYDiFvbS23Ixh9V3VsVw
skywings,petrichor,6unW6OPkQkiGZ2uSKhu31N
paranoia church,back to the ocean,6htAwTvvG2znw6zf3JJIgd
disconformity,inerrancy from credulity,3oFTOUtECJsjspLgQScmT1
rezet,true as lies,05qINL3ulwG40JbeO1pi6r
plague of angels,beyond salvation,4wzwIk9uqfMi4sSXsKzIYF
deduction of a miscalculation,pieces,163n6njv2ISVIjVptC63t5
gwazi,goatfur,0VY20HrphKp8fCtlMrlI4z
alvar,réminiscence,3AmFqZOwvezvynpSGYa6b1
orbital waves,3,6ObfDEykSsbxCaxjz07jL1
ix of blades,death card in reverse,5uBTNlfM2GaLHMVbO18Upq
the great kat,i gave my love a cherry,43ILM3qE8ZkfU7SFG1ztRl
disfiguring the goddess,grave cumbia,2lbDVy5DBq2k4olgi2oATD
quantum,la llave,1s8NEuTxiDmvHaBuEBdspZ
astral nomad,nomad-1,4tPmFWfskNw9KIyBfnovdR
wolves cry at night,abyssal wounds,41YYcZp6MSo6DdKGefcXoA
wardemon,el juicio final,2z9auolIR3B3BVUuzAr7pP
gargul,gallows,5x1snLpVXRhuLe0PFpbwVA
mortui vultus,broken bed,57zjIuDKtpGm79cE801Oov
donum dei,demo '24,5l3kpFkMP12EblkOmuTmBx
complexant,your sacrifice,3SNxmR6I1096Ton1nl9seQ
infectdead,midnight mass,4q0H4XRfTSknjjUTwtuQT3
black citrus,crowded sky,1CiRn8QUoamgV08jakLIes
the great kat,sex & violins,2brxjqZIdfTfStmxdXA5yk
legions of malphas,conqueror of the realms,02p188wGfStSha4TwKxHv3
eisenherz,iii,31J9d5VmrgIEDVpGf46RAm
wall of palemhor,sing and bleed,6o0mKIkWbUpHaiML7Lume8
eleine,through the mist,5czOU7NrrQ7I0NsmDQN7IC
curwen,the fall in live,4IYK6uf120wcQ1Vp7txuvW
eradicator,kill cloud,2Kr7ZcXxG6heL6OaBamFTe
a hero for the world,flashdance (what a feeling),6bD1RCKfKt47fd7POzFlDK
slaughter the giant,alien abduction,6BfAP6ZjdxRWAxQrJYSxdt
deadscape,made of twilight,1ZUjf2Ro7cqemqpPfBAesA
parricide,after the funeral,51h0T7nMzKiNt6kJbyxS0F
uttering rage,kingdom of suffering,1iXADWfrsEk7Z8xbwEuel5
carmeria,a thousand winter rains,713QmgXCidG3yRwcsLzwzI
chuan-tzu,so death created time,1ugT7YXXmDBuZvJlN4Ld6C
dead god,hollow generation,0lvnYLK1fmU0G9BUSxcY1M
diving stove,in space,1XU9oVaB9rIby1mB18OIir
sacrosanct,veil of decay,3W8rqnnOgt2cMHm1YbXblD
awaken the atlas,arrival,6l0kWZCjDNHah1kjVJsEPk
deficiency,the nest,22BoSSfZdgrUM4bqM0n11g
старуха,русский север,2IGeFjkvtfK9Vq4FFG0N4Y
purulence of sputum,animated corpse,1foLDhiHNZwEtO2x1cTm0C
atomic peacemaker,375hz,29Zt359n8Q3fNAaiG6RtSW
shadow and claw,throne of blood,6ujukXNHpyrF6LhH6T4G9U
urdza,dark ritual,6xOOYD51woQz7xZk71VbE9
black jade,eithel ivrin,6qmkmjf3yMiBcF1Vhh6RzO
caffeine,cycle of delusion,4dTffPxFlOvifjrNwyGqw2
born from pain,she cloaks the world.,3b0skCnHN9GsL9luWzqS81
ecdysis,six feet of sodomy,4TX3QwIHPcaww5LwrGNj77
cyanate,drag you to hell,71wiiaF0fB1u3Qt9SyWtpW
erronaut,1202,5jqP2c2jr1QWjsLCcCNf7L
seikilos,set it off,1lzBYQ6AGu7mnVE4gf4U2k
the flight of sleipnir,wanderer,7DAcbdP0SxmkcPitLyfA6a
bleak halls,pit of despair,0ECM0WlHfFq5jqskXYkVEz
stairway,metal rising,5asW97VOvfHhn9T9z64247
verge of lunacy,биение чистого сердца,4An0PMiOBS0GMlxF1OhUcz
panacea,talisman of sapphire,4SrNkW3Vvh3QCM8M1WpN5x
thanateros,the horned one,74rxONDTqKnjKXzA6UbnUN
dozethrone,doom is in our hands,3mwq8GrMjnA24b2lS7zl2G
midjungards,written in the heart,00qGfg8JrN538ouIzp5V0K
homerik,"godless; a song of the night, part ii",7JPoBXV98LvxzpW2PAWXGe
exocet metal,morir matando,1lZtQdu01Y3e4ZY4wOCpCe
joyful solitude,mortal sin,603osRsCQMIAKtVIRYgMDA
zeke sky,the wrath of queen ivy,1m53bARW9OnS5W1f8mDrs0
silverlane,never let me down again,2NfulzHb8MjfgmONSOcNBd
crow hunter,pride absolute,73VB4Q7gnd1xaH6FW4YsJR
in chaos,war is coming,1aIgoFFpJ9w7hh3WVG9eF6
wizard tattoo,living just for dying,2eBRGPZi9tauHv9vkjpdkg
judas kiss,the inquisition,5drpAgjDhXyv9J9KyAtYFv
defile the crown,razormouth,7bj2wj8juByWD4miBrgtrG
nascent,our roots,1zOMIwvdOLPmETHzANcPSP
ultra nightmare,crashout,2PwP26h8x0MsAMWxTrAanJ
uxoricide,abducted,4AWCjVD09yhJwjSwEmEG6I
the aphelion,the seed of doubt,5GBoZocm0q6hJR4vhPVmnB
ekoa,imago,4Hi63R5DjthTOO2meuP9Ma
obkatiekat,rolling girl (ローリンガール),1N7cBHBoEg936Dgq6bIPav
h8teball,heathen,63dTu2Qa1vI4znvFg3RdBB
seth,la france des maudits,4biENZnFfN7UjTHtMxTjvX
diocletian,inexorable nexus,4AhGbQCaL3Z7aHBVKNBD1L
galvanist,of gravity and grace,6IqvAlK9VzNFVDwuZIH11F
toward the throne,ready to sink,2XAG0LcSECUzCKH1aQyc08
servant,litany,6jmX9prepxxzT8N7wMhcBD
skvm,booze ritual occultism,2F4bb0cXaA6GiR7LnmitkI
favna abisal,el frío concilio,4EWo0Sz0VfECVNMj5RLzES
chloranthy,aefre,1UZGDvnwgCnFN2WS3xIr0g
uprising,while the world is burning,7zu8hoTyuxM0ceFORCfNMk
tomb dweller,rest in pain,2D6O5Bg4P6A6NalrEwo8tS
mithras crowned,hymns of the hierophant,713YmnlBS4g5waOest7jqy
trelldom,exit existence,0JY0UwuBCiEBl3EmWdE22Z
athak,renaissance,4vbWBxRGdrEI1M0AaTVvxx
nox,entity,0iPGL97TcjQbqXMdgHCDLs
raat,pure spirit,4Q6AHHtq1VpROz0s2OuHer
aldern,the anomaly,1Ww32cSmGegQsCCKAzL4D2
allos,tele visione of reality,2Ex7NLDr23eR5XLRZ6RoQA
necrotombs,gruesome corpse disposal,7yfNHUiyBjO5O2s9o8f5oe
thy woe,to soothe the torment etched on thy solemn face,2qX9yOJXGxMskeeJLzI9B8
inverted ascension,descension,6NORxzDvyARlzegUogL0Jq
orange goblin,ascend the negative,5xDmIrCBzpNinylBgcQRIl
distant,the undying,2bDfUonCv8iWbwgxJ3HPMo
majestica,a new beginning,2B6JE5slhWMLNe7yPmBxYY
thotcrime,garden court,56PqLS3G4skr6jG9Au5Y23
stone of scone,stone of scone,3PXImfwepvYXCCT1UzL4PO
trelldom,between the world,1tAXH6mdKm4M7dgwZ72VDN
orange goblin,"science, not fiction",3MdmMAI1lr4SFvF4QOFTAy
skyeye,new horizons,5AiWgfyMbA3NpdAkp4aOiD
deep purple,=1,063sgbrEkIahnV4xGpiMjB
worshipper,one way trip,7Dd6mrKeUBfPuXbhrGSImj
ceremony of silence,hálios,5bL9rGA89dR1VsDDlM92Cg
act of creation,moments to remain,5Pq5T3b9uGAuQSwcGXIVwt
atavistia,inane ducam,1oQeezPpuCfFtnzKOdZvnq
patriarchs in black,visioning,4p2yh4N8YRxC0puHOuPL0L
thousand limbs,the aurochs,1hZgjmAgSNXm84r4xAbqTC
crest of darkness,call of the moon,1TUE50XL8DWTFBfCt5ojN6
assemble the chariots,unyielding night,6BUxjFkGEkJUIiCKbtpWpW
axamenta,spires,3BioVhn3ebWDlmaiBKpoxh
onchocerciasis esophagogastroduodenoscopy,the fallen lament,0aBmi7mzhSuFgzPWqVXk9c
servants to the tide,where time will come to die,0kwxQYRrE0HgYEFSOI6Qvs
inner strength,daydreaming in moonlight,4saLjawdoGUFN6lCuIAhX5
the depressick,faded.exe,5RzeKXID7ObMd3lkwSLZ4i
paul di'anno's warhorse,paul di'anno's warhorse with madiraca & pupi,6yfLqgp6Gw2eDIwLFoeLUL
circle of sighs,ursus,482nKXj31wXRYs3GcJhq0N
lamashtu,små steg,3CGeX1HOTpxJXGCeXuYuIz
conjuring,odium,1h7g0vbcYJaDkS1igQ2eGS
sarajah,sarajah,7lLGxNlSwcZJdmNUd36luk
ereb altor,skogsrået,2dnHD3rAeIKN5Eehwsiixi
kråbøl,never,3wHgILnSzyDwxoZOq7jcpB
andy gillion,prophecy,5Zg1appHeJwfzXlxMXtiVX
marble machine,distorted portrait,6r65IZvHkIn8NAxZstyHc4
skin tension,prolegomenon,2QnKCtDdE51KgeF3Qvlni5
raat,reflection (bonus track),5UH5FQ7lzNUqbiy9qnrkyk
anomic,this blood is mine,1MzI3dRDEKD4MtipDrwdRm
helvitnir,helborn,5tszD72zcErqkBTDjgbLV7
ashenheart,weave thy night into being,1LG5vIeJDcCnWuUIfquRxq
open surgery,absolute destruction,03hmPvTmLVtBSvrK0L9aWQ
parasitic septicity,genesis of the infestation,7rVsW9mXhpAzW87E27JyzB
nunslaughter,evil hellbangers 1 & 2,4S4bQclIg7X7f0UKmjOstp
carved in blood,throughout an ancient ride,2hPBo2cJ8XRZ9dzE2ugWMm
of gray,…to outside,3xr2jDKMTqza3qToHzRiRy
excel,seeking refuge,4WiawcUQDOnCZ7HCOqUqoV
ametropia,original sin,6KU4P5yv6Ou7tbmeFYLZIa
dead man's path,helvetet på jorden,43ZehCZwhBSQjVTz0R7Efh
dark misanthropy,southern trumpets of war,17K6XSg0W9nSLASSnuxWxX
speedfire,mørk musikk,75G7MuCfRPAvswacBsgXCx
blasfeme,black legion,0KJ59hrM9sX7dfeSuqPCIC
horror,horror,15qFIl7e5x7EDiPHJYj45v
argorok,obscurum,5n2tqLvcewxI08vm21tEp6
frostmoon eclipse,death is coming (remastered),1ioaucLt8g5BImQMCOJrEr
jupiter cyclops,age of the ufonaut,5lPxxDzJC5HArsqCDGLuP0
lebaron,lebaron,4iXICYO95cIpXQjTADbh3A
nzm,the best of nzm,6CXlALcB38x57ZDXY9adlY
clan dos mortos cicatriz,débil,07VMDSl9RoELdcx1Q5RuQa
dark sky burial,the jewel inside the toads head,6RC7M7jO2Gh1SmObLL9TSX
spirit temple,part 3,71gZSddlxifGvfwtN7YY02
gaerea,hope shatters,7KuM93qWeaEmvSR1K2RLDh
robin guthrie,atlas,1wiUvS4yhplQriQOCj8oxB
intolerance,waking nightmares of an endless void,3wayUFIS5MmP6HCfcwb8YC
fleshgod apocalypse,i can never die,57KoIX7WW3FtuJiXJwde5I
apep,before whom evil trembles (goddess of carnage),4G70tPK5NpF8auDukOIyCC
rivers of nihil,the work (instrumentals),02QHDR0sTwxzdpQsEghjAK
februus,surveillance orgy,3ZFEnoAjP6YeZnnjHJggYR
the black spade,...e do fim se faz o início...,0aTqyslsCMfuZFGbOM94G3
vectis,split,5Jchs7JZi6qOlHBfob6AeZ
feed them death,the malady,0pcfqE7GZVqDzjvzxn5Zxv
taur-im-duinath,madre notte,5DA6CpnfllzifyjifA1EMZ
cephalotripsy,epigenetic neurogenesis,7qM2nCzTd0FkXxr6DcvJoc
slytherin,has only just begun,4EFLRyvzfreuNES35HVbP8
privity,the firmament,1cvGmhmMNYTMOzLWOya2kf
imprecation of love,the ghost of loneliness,2j7Ll3RSBacfNJvzkml940
scream in silence,deathzone,4ucLtZDzgCb3e6dWIePbiU
astral paralysis,dissimilar failure,1jgW9VwzRIelIkpmsXGZcA
matikau,war zone,4b3fzy9DtogFe7H2ELOGIz
pothead,the secrets of potstejn castle,2L72ZeNqpDO3eEXDhirO2t
seeds of tyranny,тайга,4W1Q8PQ9BbdWgB3eJRu7C0
warhead barbarism,absolute exterminator,0vJLFIPJM4xclq640EZNMx
penumbra,si la mentira fue verdad,0gw0J2zDkBPL3avdQewHye
antikythera mechanism,existence that endures death,6olXB4P9ljVDZCSTlXFoJk
morphyl hate,epitaph of a dangling life,15q3VPB6zamy8u6FGiKWsx
primal hominid,trailer park snake,29do8OihA8LKnnERXxK0rg
razernij,sodomy,4w2vLlRl3rAC0Y82WuckBh
necröth,devorando o cadáver de cristo,7EBqEqnTmIEFfANngv1lIU
steel wizard,world lords,0pgIhRLTQKQ0yQs5EDC7jJ
colossal death god,catharsis,3w2tluBPx2eNFYL5GNbtJ0
que metal,animi magnitudo,7FXhIF0Deng7nVNwuWLH2p
meat mallet,delicatessen,14YwfuoZI56TrTNB9H7vHR
phyllomedusa,such fertile ground for the seeds of torment,6eYDHi482UV2JkUMUqxBM0
funeral dawn,shadows and rain,0aeczPI0iVIjhYoQvGdxKj
northsphere,a new dawn,4m6QUdmc1R7u0pH536vcZX
nadja,jumper,6VeSlIWhFv1mpMgdHr3fIf
m-hunter,the speechless ocean,018PkaSKKAQRjlrdOs01iS
oneiros,born of the void,1IJYN3WuHoJQrDBvYFvwBW
karnage,implicit involution,0pv7nrezfgJKCMi6Lb5l2h
calypsian,frozen firestorm,3WG8qhkqI4cIP9c2ILZWkH
dreamkillers,friendship under fire,744VpmBDFyV9VXxDvASXDU
lost,othello syndrome,7upqqfnuoMjvR298NyGQap
samael cooper,radical surgery of the anomaly,3XSxLGknjI3lLFdy8jzICx
anomic,opacity,5x5UxNT8q5nDzyi428QwHt
vorarephilia,infinite ways to die,5GUo61BZ8d25egmcmmBENB
corotted,kill for die for,6DhpQf00hxoJoGKp06J2nV
xaitopia,we are now,5C8VBEgZbcDP2r2wBZbtPm
gabriels,fist of the seven stars act 4 five forces,1VFjwDTCb7StkKdIGzL8EF
beyond melancholy,portami via...,2knGJGA4eg1xtAJuw0w943
langsuir,engkar,4ew4zTI9MCESoVNsg5n1pE
renegados,death blade,1IuRvwTu5n6CdkU4mgwgRR
the great kat,bach’s jesu joy classical vs. metal,0pMS1jqfwwMAwxdZjCcVu2
