artist_lower,album_lower,Spotify Album ID
mutexide,sonans glossarium,24giZhPem5l7koSUQu6vEZ
vladislav volkov,requiem for a life,1OCjMLnYM58hK6S7jop2LK
cráneo,del placer a la tumba,1N4VexYHjqqfY9BTMh1uaI
void of chaos,agony,5mTh1uyfgfgoFLNi0SJ0PJ
battle of the gods,хмель и цветные сны,0T3F5rMrE7T2H1u1XFV2jT
gripe porcina,pesadilla en la chimba,38TKoKxDfUDfQV2SrRbXQA
witchfukker,tapestry of unspeakable horrors,37Ex5KJXYJPRpcutMIY2qn
mountaineer,prism,1qHeA8GnFcf8L4O7KqNpm5
forlornness,regrets,1PuODTFhL0OFXW9CnN2HQ9
ethereal,betrayal,4KHvvQa0yZLaN0JxrRSQCt
ancient remains,take it all away,2CrUDBD73mB0gwoSfobnH0
indominance,starvation,5PyOLkLDnvLDTGYDA0yN9B
arvalastra,turba philosophorum,28hHLq1FCeJB8Uc7FdGdS7
kriyul,grasping unconscious,1zZhCqcFpgPxcsdxWa862k
lack of purity,traitor,5aN6BSQtT5yOBV29cEyFt2
wasted flesh,lothric,75YLz0mjYxoL1okSdSyXtS
revengin,circle of mistakes,3FHmp7ao5c1rFMHwQaEOhA
interitvs,iv. morgengrauen,7oaP4OEtvUAHmfTIOHxjxh
sheba,void walker,3UHea5T3kHrnZp5ZEAGC1M
scarlet wrath,close to an extinction,1JUJxFBoUvukKs8rSWrnT6
declared dead,necrodeist,49LsFD6Jrc3JYZPLFLS2BQ
grunts,kaulainie krasti,2EXhneHtX3aWDsrTyQ4Ens
hexvessel,under the lake,1cK4ClG8UcQN8R4sG1kxnt
malasorte,slaying the messengers,0tPyZBMN9FDtgFNhsj3SeO
8 cannons worth,8 cannons worth,46Ufvjn59IpoWVTg9pG9YC
grand malheur,sans esprit,5uiIsI97C5VYRzxpWiRlR6
asymmetry,bad miracle,1LetYVFqIDQHFCOgcEOTGn
fabulous desaster,hungry for life,6XGdNCw8zTO9NrofRD1oc4
tellurian complex,from below,6ynKFDDbbUhEYMS87JVKmg
leon casanueva,libérame,4pTzeVTAyNAXkbULQkaw3m
temple witch,this too shall pass,12Wr1ScgbxKZreBScgtNb2
necshot,live your day,7u3FMGuMTpkEZv1hz9eFgE
sáasil,novilunium,62ayTNWTdk4GY3jVdjZCfU
rites of torment,engineering the antichrist,15Frj852pwquLC4vC8Cvyw
intöxicated,red light ripper,2yIX11zQlEXV5Gz0LEYhv6
goro,6 stages of grief,4WVKYDSWreqFj3AIBElPmv
suede wilson,cursed sails,4yPBGROcKMiUuIbRL2poAY
hadees drudge,tonight you lie,3mKhD4uFxVWT1wLT9WERMM
lamorta,blood vengeance,2t3YcO8z7BhbzeWypTBAlT
cocyte,my blackest book,3gNLWt0wCvZjVxancEv03D
pourriture,lanskap peperangan kelas,4OzFrsHKodSFp3zx73o2Wn
shahyd legacy,jaanu hiley (a symphony of love),1ZW7jtBwKxDHtgioX49hfD
eternal drak,imprisoned souls,1mvhg2fu2Wy0uhZOQdm8B5
"i, cursed",death holograms,1SPEly8Pwux2rMOBC51Opm
tears of tragedy,sonic drive！,4mw5tR44j3VsLPNReLr1kh
warfarer,heir uncrowned,6t83VwQzTfEbLXc0bUin8r
c.i.a hippie mind control,corpus swamponium,6lYmaifFO2ccojlz6Pfn47
verni,cemetery safari,2XsRZBQVaUzsNui9cWQr6U
serpentslain,cognitive dissonance,47cBNAk6uS3EY8w8dw5RCu
lobotomica,liberation weapon,7o5iVsZivnYTrAc48g1Zci
infectious jelqing,roke up and crashed out,4EkFcmTW7HX2xE0FWhmDc0
k.y.m.i.,raatelija,0IFigcORexrS5ToOGvw3HB
crimson shadows,guardians,3sso5tJ6JmVBbJ56vBT3I0
ulver,hollywood babylon,1ewrhhcCaLp3dWOazeoXP0
dehumanaut,of nightmares and vice,6iez7RDPVweNaCjMfq7F1W
immolated,nuclear extermination,0MQdO3V4jpXUT10I669LIc
varkensstad,hennendal,0447jKzqXEF2qRPCEdJr4y
rusted crown,requiem of the deadly sirens,6tGTWy6SBMpImJ10ds9pIb
killbot & gor gor attack!!,crossed wires,6Lkq1dU7gyt0IZyn9ZaiVp
glass ox,a celebration of death,51MwnXHmKcaoIQ1XE5sWNt
treurnis,kilte,7oTpe0edwc9KdPwTV7UTo5
necrovisceral,pandemia apocalíptica,1XNZVUlSwRekwbqy7wFG1O
gormoth,elvesztem a csendben,3x4Wq1noPLiNvthwKf5shB
vastator,flawless victory,1pGJK2ac24f1EYSsMT27Zp
necrohol,antithesis,75Sfv5cbFr4o28SjzMeMbp
tommy stewart's dyerwulf,me 'n my meds,0L4TTmwOLRjgFnF1wzYxkV
lack of purity,abandoned kings,2XlhHAA8OGT9ZKJnab6oAS
invasion,hold on,67LhIfBLcJ8OsfmCbIj7j0
dødsriket,dreams of disembowelment,5BJCdTBOIL9VxHdkGK5H5H
necrolepsia,oktober,0WvILuFEBb1iL2xd2i3Fzc
doomraiser,last christmas i gave you my death,4MozKNXpuBOOmPg4RQQEVU
hadees drudge,the mind lies when the soul dies,61LYJNPXsv8NlgE0VOq8y1
crypt crawler,shrine of sacrifice,2i8lZupMYYcXqRzmO783LN
lost grave,the insurgency,6xBl1TSokqZB1UVlfhfYV0
nino helfrich,rise up,37zib5koNHgsGXCKZXb3P4
phylum,demo 2024,0fBfBCmpBoFPPGjvUF2WFx
anals percutors,fat boy grind,770F1X2Jqp7v6jfeo7MY1s
lethal crossing,unholy acts,3jaYThW0oZiQG7ogzMS4jG
simone simons,r.e.d.,6GIIE5AwJY3FJVwKinolTl
leize,nora noa,6BBPvf71yqCa5RgqjjEpMm
ravener,forest of mourning (demo),2HmNRTeFS6Aq6jT9i1IcsR
fohatt,reflections of emptiness,6Es9wt0E0cTzuS8n6Q9gOK
necromonger,necropromo 2024: slam poetry,4GLTl9yZl63aySRMKb0hpd
ekktoplasm,shadows of the old dominion,09orBOZScOWGGP9zv4saBT
lamb of god,laid to rest (health remix),2xJ9kcY65dxKtx81YOCa1K
alioth borealis,the mausoleum of all hope and desire,0nL9DuWCWBYVwCSu52inuZ
kryptonian,el fin de la raza humana,0MDxRWywwd8EUqmorAX8nH
stormriders,desert winds,0DNwN5EXp89n4V0BSDhcig
the age of agony,the year of agony,3CLsl4ijoZnGte9YC2iU7m
sinergia,cara a cara,3W8uHGHH1SIIkHfbX7lcvb
aliicide,langostas ascienden,7COx6hRNGAWhNb3ZSimZwo
wolfhorde,killer rabbit of caerbannog,6dhcliZJIvA4MG6njUTYAH
depths of stygia,pride,0SEFjFycIvrU6STBAcCld4
devilish goat,burning god's house,486YjEy9EiHUvGmoyd1n0c
shulpae,narcissistic guilt,55XjOLBxnzQszgAknMnxQz
perkunas,dream the deepest sleep,0F1LDw9XlJZOvtfXppgsFH
tortugal sacrifice,force fed,0swpJywhERSTPaYctKRc87
astral fortress,where angels cry,1UI0vTSYGl690E0FISrNzG
legions of doom,all good things,74KXWpn6FP7ylQgbeFCbDZ
mourned,consumed by fog,37oPSznKkgcImA1aGzetcb
void dominion,labyrinth of thought,1GXnefZjSVX0zA48zTqRxy
crowfall,winters song,3pGAtVbHPt8J1u5JHtHnrR
soturn,ana jansen,3LgfxEqwx9DGsHO0Jeylz1
undead society,daddy,41umoZdx200ro5ydX1WrHn
uprising,iii,6EUdnFzepoDVLeorwE2Od4
nolove,memento mori,6U5fyyKqeyxgtCpUD0WP7u
crysis,born from the grave,6IEj9GmyVjDpeQHuI4auMb
knightfall,remember my name,59qZjm58fzZdNmlSVGdKZB
lamashtu,längtan,1mCm65kizpyrorbZmVGDln
tystnaden,forsaken,4Lv062t6Fxw3AGmM1lyPA0
ashenheart,faded gold,5xnFLz2hCvDxQFR8cOn7b0
3000ad,ghettocide,25ZtVDpWoNYD2L4mSpDSsm
defiled embrace,pieces,2q6aSHXSeykKT9fkDMC6PQ
spitpool,isolated and force fed,3H3qZKDrgHlmMTApa0HrIr
dragonclaw,on black waves,7heTSaWCFOTXsLm3XzPxIJ
sworn,an ode to the fear,7J9M9I0MoU69F3TgUMOxAJ
pirosaint,the debt that all man pay,1F8sUhNSyXsStOc54uNtmV
viroplasm,promo 2024,1lPIZB8dYpqd3WnVw02Wr6
evig natt,når lyset svikte,0EaoUwpHUDRtReGE6ViCvF
ghetto ghouls,thrash and chaossss!!!! (the great psycho of them all!),1bRVG246EzDSsgyo66nJWs
headon,como camarón,0ypGJ8pAWMHg8CEOoIMsdH
deimos' dawn,lambs to the slaughter,5PzxJuGr5IwHDsx1V98Xbv
serious black,silent angel,0cHML1QOUkDWqyJ50XHWFv
brightstorm,the awakening,0TDeOzbag4lwySnkiffYNm
foreverless,beyond the emptiness,3Mu4vqtJxdhgnwKG09nmN6
king botfly,all hail,2iwVY4DgDSSjf1pDXQc2bd
open kasket,cut-out,4lT6l4f0VwwYXg3vr5vxae
új rend,így létezem (cover),3QUWJos0NzET2UGStGrXm5
historia,echoes of the will,4qLIGjlkjbJZGmhKYlgHSD
thredge,dreams and nightmares,0jPErtmuvDATpWEwSuD2Mh
tungsten,vantablack,47r7XShALt1UZmSWKvRYJ1
alunah,trickster of time,4yLUtPi4ib5SgvJnJhvekP
genophobic perversion,prolonged executions,3oKLCm7WL2VcywpBFk2oyv
redout,shades of sangria,0F6TJdlsNve4EtsQapjJeh
occulta veritas,irreducible fear of the sublime,09iuIdpWFr68vrCeEyh2Ij
divlje jagode,prati moje stare tragove,2wysyZCvVYypgs4V41KoIX
botijo,fuera de lugar,48jsIUeGo31gmoE8wxXBaU
prey for nothing,goddess of glass,6T4AWExCCC2Co3ZT9dXaG9
fim da aurora,shipped to die,2ZjbWBqlDtQGYztuvaPPOG
necropsia,antorchas,3SrSAGONbNXYUl1P4y9L1x
bad marilyn,perfect moment,4Q7lhIdM6KhhTbwGn6IaXF
exorbitant prices must diminish,for a limited time,2ArvCS7HgFjKgF3eyov469
ad inceptum,putridum catenis,4ijJfNEUH5JZsLalTQS72V
bloodcrown,when wolves,7GRANy9MjQUhdWd1S09NlD
inthuul,harbinger of sorrow,7mNWgZkLBd2oxmSYblS7YQ
earth ship,bereft,1USc7Mm0bf44l5revDc1Yz
taliesin,taliesin twiceborn disc one,537PewY60cl6B8RKDdlZyJ
taliesin,taliesin twiceborn disc two,4OM8FuV5nHoXqFHCvCfqXH
the leviathan,the wolf amongst the horsemen,61c2vsstMVfFw0Mcdsmmed
lack of purity,the edgelord,0TmvufhDSZc96HLz7g4tGz
shadowspire,accursed,5Yq6mXee0bv3HR5FFFyHJz
from ruins,until we're gone,4jTkFoLf2yjERNURbliEeU
fallen to pieces,mantra,3cNf2LEABFypX3hSZCB3uB
wroht,cycle of torment,5IzJrDLH5CGdQVNJQyipyw
bellwethr,something in july,4tbywEz3LHSC3NhqNfe28P
rest assured,delirium,12hGsN9TqKlx9Mp0QXrkAE
scarlet bullet,dijiste sí,3cXkFmqJsBabcjGSYjUOfL
slomosa,battling guns,7DuGCkYJKEkR45vsYn61NR
brazen forgery,piilopirtti,7MKM1YXyhlxZZSz6alIJJT
under exile,redrum,5NK9nKNSPQU1Bct7aCqjMD
omnia nihil,ash & glass,7vuUGGTD9Kv2zMBsK60W8M
starlight flame,holy cry,2kC3LCQmVElxiKg6uUDrKs
wärsteel,demo 2024,6UzWph5q71cw0zKxytiiaR
tyrannosaurus dimension,pt. 2: primal nature,7ytbHpquJ6UzSaNdX00xas
hanging by a thread fl,black winter,1cvRRl2n2KwXgtI2nvT094
lethal,en vivo a través de los años (en vivo),1EnT1fvDfuMfJPlH0ZllXZ
the archaic epidemic,spawn of decay,6LsqLflc8xUk2YvyYHOvUa
бмборчипмхзтбфиэмсунсцвит,неизбежность i,0eVzZdZ9MlZISiu59A7lQt
hämatom,scheisse kommt - scheisse geht,2PNGB2MRV36WDlVxk4vi5G
panpsychism,reclamation,4trGZU3xUGPi1Sx1QOIOSU
livewire,venom lord,3jDrEAyrjQf1xJx3k3An3h
irony of fate,4am (what's it to you?),31Xtt1dqjzdzhWuDiUzR8J
atomic terror,bound to the night,4Z8yJB2zlRfZ0oK1Kw4Ydl
swärta,straffet ska vara din lön,1clIaRaidZjeIvJM0uXGrc
swarm effect,lilith,27RndIRcdemae3tniwDnqG
diabolical attack koala,dad bod deathstomp,3JvRLflWVu88F2ToVmliPp
arawn,immortal,7h2UpLBDTq7yAW04cHclLo
zeke sky,act of defiance,4VznwmDw5F0vUJTHFI7LzI
synphobia,sand,6TTz2OMj5UXTx8Qx11wvhH
tomb dweller,paint it black,4NKLs732BdThEh8bdhHnwM
sgnarock,self destruction,5GOIVpVIKshC0Nir5t7GWE
suicide samurai,rising dragon,6naPr6tFbHjwjaFYNA6CaB
eartheria,never to return,2epDfcNkbjYeDYiSVAKdTt
midnights in october,conviction,0IgkGDELEbtRv1ebv4TcRs
diamortal,endless torture,3T5k8ZwcFiz3WDoP0we1wN
flesh merchant,appalachian service station butcher,2ISAq7bL8rwQ1zf7D2z2aW
rifftera,no turning back,0IAkIuWeun6UisAXSuiLU2
quiescent mantis,here comes the swarm,5g8GxQOpOqTiUWonZi4nb8
véres,panacea,3mBlQBwcr2XpJNhCmEjpa3
haadeen,marraskuu,75d4LzBsKgBNU1U4ssxE65
starspawn of cthulhu,alienum,3jwh6yE1XMz08vIfjYwKhy
robot monster army,robot monster army,6AGOYzrc953MFKm85Gy0gh
aash,into eternity,089xVW8FBODLxJl1mPm640
snake mountain,villainous i: reverence,0NOFoTDQD6DIm0KGkwfRtE
izthmi,a moonlit walk through eternity demo,7f89TK7DxQ09mkDJDQ0vkA
ultra mundum nostri assembly,umna i : mistaken by the hegemonic monotheism - centuries of abstract revelations,5xhDi6eWCPYwXqr3haK02M
visions of atlantis,pirates ii - armada,2eCL3ryAFGYiD7YM5oxpe3
mayhemic,triumph portrait,6kDCqOb9BKqS3HcCz1ePt1
mayhemic,olduvai´s lullaby,3YvaZ5DJIGT4Qwzald9glc
obscene,breathe the decay,4l74YqDNAkbqU2TNOkzq0j
death racer,imola _94 (from gravel to grave),6hYr1mX2E6mWsrKHWuCkdE
crown of anguish,stalker at the midian gate,45W6IXV1qQBmhiFOdKtJuP
frosted undergrowth,cloak of crimson,4SBJU0WizCH0ifmmV8nR9a
alkanza,hatred lines,5K0GzcWDmvFjD01Mk7Cray
tok yathraa,chapter: genderuwo,6YCSa0TiUzMV5OX98OscyJ
bloodcrusher,the drippings (compilation tracks),3wiL0Dk8C0ezFVwVQnNCDZ
erythrite throne,an offering to the night serpent,5zUB78hpViKDgOfmcgVsKg
leivato,illusory nocturnal captivity,0P0jL7HY78qtlP6xhYvq3B
bizarrekult,useless (cover),2eyXOrDxF8mTR6LhI7NpJZ
dark funeral,my dark desires (re-recording 2024),1IhtFCkzs00l94dNYAw26z
fallujah,the flesh prevails (10 year edition) [2024 remaster],0O8my6aqf5wrua7G1Tom8o
ramin djawadi,"main title theme (from ""house of the dragon"") [green / black remix]",4znrBpqr2xv26BAwgnjrnj
nile,to strike with secret fang,3kAXM4GkoIFwEqy8AxVNEM
king gizzard & the lizard wizard,le risque,6TKzuIScjBAZ0BR6ogubol
nails,give me the painkiller,5rzdkiqUZ7hmK2G8Em2sAh
kayas,terminus,2BsxZX7GCDWRBM3aUqaoqN
the swinging blue jeans,do the shake!,6sy07psLMIUJ6EcYUnEI6V
gene clark,one in a hundred,0G5NcEsmdJIoSSjIXzqIVu
cranial disorder,congenital depravity,2L5hQwhr9593U0mv1SDdmH
mortuary ghoul,norman,7ey6QMwKccQt5Md7iFbEDW
evil dungeon crawler,in praise of envus,0sBHDnubVEZVV42QxstY9j
brimstone,forever no more,65y2daWsuBWVEV9gE0V6ok
bloodblind,brick by brick,6FJRtLavMGVv1PgTKtJxOL
blodørn,dødsjakt,0D67tohsPCHxsa7cqdTRII
parallel,flooded,1FOg1dt9LW0yXegorGTZCh
iron echo,ready to rumble,3k5DjzTwnsr9b9K2qgZO3f
jump source,js05,3UipUsvsC4iM6vlFbJ43Vh
sub basics,retrace,0SB1ySFmFseFAQfV6EirJu
hackitt,a place between / dispossession,7fDG8V6ePggOQJxSFJrWF2
phantom g.d.l,transylvanian nightmare,2pKBfURO57RKo9pFBg1gTk
aeons,the ghosts of what we knew,4zGKDSvMZ0JYHsQGatLFi9
axxis,coming home (cv),05KOfvlA9XAUCI9jOWbV86
black lava,dark legacy,3iwhv0JU9soC9xQ70J5qAt
forgotten tomb,a chill that you can't taint,4QNxkXtgm9HpMwDxtc3IVt
project silence,rip the flesh,1sdqP5du5cBMOtzfUyP8zz
spiral grave,lungful of blood,25MOvuni4d2WHRwpNFqfoj
werewolves,spittle-flecked rant,6lgvOb4MefCZCS90bAwr9u
"i, cursed",sorrower,6OWowPGggSb20vEE280hVj
act of creation,under friendly fire,14HSSz2xfnTKfoeIDySyDI
assemble the chariots,evermurk,7jYhitO8HRmzW6MAP0gmkQ
atavistia,dark isolation,4mzBlsGtjztdBBwiYNvTls
orange goblin,the fire at the centre of the earth is mine,793ugUgLsXn4zCaRJ4XIMm
category 7,mousetrap,2gz50LPmKgS6kwuMDswIBk
coldcell,hope and failure,55pc7zA52siKbJlIlcDR5y
laceration,excised,6ToiCVTwapzRQQxHOpksvC
powerwolf,sinners of the seven seas,1kKbGYBoupZiV7HVOFymvP
summoning the lich,return to the soil,1KwPlz440zb14aRcOsyD6m
void witch,second demon,58M9jOlN0kFTjzplu1v15M
wormwitch,godmaegen,4hK1DX5XYlOorpNj4YFAW5
eldermoon,timor incogniti,0xBc0foR8QWlwx3SukZpH6
dagoba,different breed,3o91aTE4yBihPBEkDukfSH
crypt sermon,the stygian rose,4OlKEXySCOjFXugxgoD9qV
escuela grind,turbulence,6B0rX3xoZawMWKTTDm5zR8
1349,shadow point,6I4rBsVxEe0a096laKg8fm
kanonenfieber,panzerhenker,71HnTttNkzSmCmu9pMXcdA
mushroomhead,prepackaged,0V2vrD3pKBj5R58x0z8Hfo
dark tranquillity,not nothing,2T5iMDHBrMdV0N9e0qySzj
funeral,my own grave,6lsIyuM6c5ZCmzceL1CkYZ
destruction,fast as a shark,2zlgvGZhWNxFqssp7or4if
the end of...,wistful longing and deranged emptiness,1IA0ZkvJPX46RwGvoQyPa9
soror dolorosa,tear it up,6fbw8tWdfEMgFgNApPBeHQ
vestige,corrosion,31MEawLocr8OoEDFJyg6aa
poison ruïn,execute,4djMRDndfEeJXSLazdnpmH
inscribed,in silent oblivion,7KIKBix5bzdFzgitZ05UEx
storm,violent city,0snlTuSHxl77I830XCUtc6
mortuorum,thema mortuorum,3GvgSrI7yGfFgzYnhz8BhO
hästspark,los viperos,6II2M5Yz9UXOqG7Y3PokaK
temple of dread,carnage ritual,0Mqo6dbKzyaMSSr4J7Zdtk
ortha,возвращение,1OuLO6YTrZwSQF6CFTWEri
cultus sanguine,the sum of all fears,66Z4cn4qpRM28t0AdDWRwV
juice b.c.,festival of fools,1w9TF9yOci5zGDCDkxAYhi
scarcity,the promise of rain,5DnmdbyeSEqiPGi0cbwqu8
thirteen goats,murder lives in the heart,63SqzMRMffDAOA1aPD8QoX
vanhelgd,kom dödens tysta ängel / kerernas törst,5MLrA2GGEAPuwGsYlP4szc
totengott,the architect,5SmmWVAVIctZh9LuhURawV
gil cerrone,another nineteen,30IM0N8CDcCxwHuhbLFW2Z
mages terror,the vomited harvest,4Xan26dnq0dFhh2urLCWJf
lord buffalo,cracks in the vermeer,4MOBGRok7qm2qdYAHOkq4y
svlbrd,elsewhere (field recordings),7K5ZX0AnAxERGnh8ZUMHyZ
turin,envy,6ZvEC7Q1cPlRWMNfQ7iAK4
graphic nature,human,3Ey6TMfMxIJ64mv9LEMkIb
matthew bourne,précipice / précis,0DlzkjsLaoDzKtvcISNgUB
lumberob,maybelle,7MlIREnZZGhfV4Adtg4qKx
michael morley,sunrise,2Jn7ETHXxhxUPndgt7qKwe
meridian brothers,sé que estoy cambiando,2UNC45aIfTOyKPPbW8bEHe
brijean,euphoric avenue,3og1e6r8gWEy5jgo1HTp5c
sandro brugnolini,overground,5xpF1WKxfdFMRlbTGxCXTR
cigarettes after sex,baby blue movie,3T7i2gfwdTmMOUD5wiuoAj
webbed wing,tortuga,11dazu57AoABvNCgktwEoP
common,fortunate,1zYt8ZFVhmeWpbEhZDJvkz
federale,advice from a stranger,5RNKpUfulEUSqbviboqXwo
land of talk,magnetic hill,3WWv9FnIgGJ8dBGKrTFmnq
tom noble,times are changing,4JSKoLK7SnmAicV5EYKS1G
mj cole,lay it on the line,4rmqHr3NzJTf5krmooYend
speed,don't need,4U0CTklE1VCD7NXdlCMuY4
speed,the first test,0AMkClFCC05JsSfKwm34GU
speed,real life love,5tAct1GM2ZHKZHyQQkiqht
eremit,rise of the ruan~angh,6yN6vI68xxuqzaO6hSsyqD
wallop,hell on wheels,3NQZailbZ9IvwlPT4HChKE
labyrinth,unforeseen consequences,3Zuk1cxRRpSs6ewGL1Z6KW
gripharium,surrender to the absolute,4dFOneB4RwN6lVWLbKkpwc
caliban,i was a happy kid once,2IEvajDcvfksZlDn3NvvYW
disloyal,ravens of starvation,4AiKYnODISQHLU58pvncLb
nine stones close,diurnal,2HflolLOrbcOqMmHFYr66Q
erika lundahl,messy blessed infinity,66ab9nJh28n7J7CLA4yka0
any given sin,(i just) died in your arms,7mjScAvg17R9dhignZP6dA
wind rose,rock and stone,23YJYm5AEF1WStMrMf4N2Y
wolfbrigade,disarm or be destroyed,6GDJd5FesDqLj69PvkA4AR
hail darkness,joyful misery † all means nothing,60C1JYNCrSCyTZ3xpfoU56
other world,to decay,0B5UDecH2WcY3V6hr6RnVN
modern rites,becoming,4YghgHn3iyCeGTQJfwVdzR
aldheorte,where gods have eyes to see,15URYDMXINL7nrof1DIKtv
amorphis,tales from the thousand lakes (live at tavastia),7eBJ2P6JSxv42Y6d0yHTAr
axxis,coming home,2GvpbiKDF7udHOJoPBXon6
black lava,the savage winds to wisdom,2IIVq2NoIWOnzp91ZLdFIq
forgotten tomb,nightfloating,5l4IqNGu2WGDxF896uxyR6
project silence,the void,2C2LpGufCkzJAHPpQf1Cos
spiral grave,ill repute,0N7zV6vt6O0Vynyuj6eATV
vuur & zijde,boezem,3jBS0MSqzcUDOmaWfn4gZL
thirteen goats,capricorn rising,1CtYBA9YJZoykWkMwdP1wO
vanhelgd,atropos doctrina,0IXkbbi6ByKyKczM09egah
totengott,beyond the veil,26MP8VaUZvoPoNUTseD8To
gil cerrone,consumer,6kMllRMPLocAFtkBQDdklO
mages terror,damnations sight,0REk6lfEbC3JGigP8A0FtZ
lord buffalo,holus bolus,0lFL7sIlchWuAvcWisCELn
turin,the unforgiving reality in nothing,5QnpEAQMKEV91umgJ416LM
graphic nature,who are you when no one is watching?,5wrkIue3cXCux4doh1vEwM
matthew bourne,this is not for you.,7HHuwAWyxJLC75u5YBytWT
lumberob,hunter gather,0BlagOPj6qluxWmXT6e599
michael morley,pushed streets,1Fwy07lUCjsYmN2cS2BgHs
son of dave,a flat city,1vw3z3xkEY2cqDqCi5ndwQ
jake xerxes fussell,when i'm called,7Mv2F4dWfzDt9FLM5qeFBI
meridian brothers,mi latinoamérica sufre,64fUUQ01HGk9FKTK57VnwZ
brijean,macro,1iAqfn9vawMhkRuQQzP3qj
webbed wing,vol. iii,2FjJpZ6ki6mQYwlVDELBZc
common,the auditorium vol. 1,1wA3gsTb8pgnKuAyJbAsu0
windwaker,hyperviolence,45dtTykdSpSunaRsONUYqX
federale,reverb & seduction,6gzstULLTR1OEwhnWeWojh
land of talk,applause cheer boo hiss: the definitive edition,4jXGFZnYEMBS3mjb8v2AgW
speed,only one mode,6oAIXc1WpYw66bMdyYNcu9
diskord,bipolarities,60xgifi3BEOHG3wBhIjU84
voice,holy or damned,3zxd4sb1R7R0QK2eJuhG8p
against evil,give 'em hell,5OttO3lD6ckZ19NfvcIXp4
mothman and the thunderbirds,portal hopper,2XNHkec7PpGnD5gfy6XkVD
obscene,agony & wounds,5Fl8h7qgZ63XBjuc6tQifH
legions of the night,darkness,2kXJF5uRXGagDTNwjEa7Ml
skelethal,within corrosive continuums,3PkXZzcINHHP64rMfPOhMV
vanessa funke,void,4TE0W7lhBpGpz76m55HuDi
turbo,broke & ugly,3tz2h7rtkOkwALjh6Okwps
black capricorn,sacrifice darkness and .​.​. fire,2CDpZXjeW9d9QcjDqqamiy
hvile i kaos,verity thy path,7ITzxAaLG83SCBCrnuOIC6
papangu,oferenda no alguidar,13niE4xvRoxTMZAkpQwTgt
toe,now i see the light,0QQ0WLIvOiZd8jiUUSvUWc
celestial shadows,sepulcralis vulturius spectra,382qOSzcueEfstA5HOIl5b
oldd wvrms,abysséphale,3wJ4FVdepdHoHUqd07Csm4
lammoth,tales of treachery,0FPwVnlDBch1vFyrmo2jnT
in hearts wake,incarnation,1NUH6b6qGOZaf4WTwNk3GQ
mr. big,ten,0VFZor3wm9hExOCGIGmijC
pestilent death,pathways to infinite malignity,3CcpJlwcRfF3VCx2QBRUSu
barrowlands,tides,5obIn5thwFX1IjZS3XxUq1
suicide forest,mourning star,5hN2ZhoClS2TX6jgyS5Bry
void sinker,debris,68wFOZ2YhEQgv85s26UF8r
ereb altor,midvinter,6OPbBT3bjSX3Md6lPIznjy
atonalita,fall,2LOm9l6QF9XeUEy7WUeHrb
sewer haul,ensnared (by the knife),208On04L3y58P2DJjHT7aE
eminem,the death of slim shady (coup de grâce),3kjHLu1pL7tdY88GFwEkl6
calogero,parie qu'on s'aime encore,3rNe2inh0SvWM649WFPFlh
cassandra jenkins,"my light, my destroyer",5Px8e7X2ohQr0Tf3a73oLJ
terminal sun,all that will burn is already on fire,1iRWOZjDwLL9vu33yPIVB9
abortion,abortion /split w sedem minút strachu,1oD27tKRVeyuk8JBVyUwrU
artach,sgrios,1xNiI3RWxFcBXJNtzNrQER
unwelcome soul,dried petals,1Cni8EehXekwIrDIINYsW3
phyllomedusa,newt nepotism,2nowV7TMJi051BaLTojEFH
black circle sorcery,suicide under the midnight sun,2sPTdC8JZ4blN9KtbQfr4Y
blood resignation,realms of the damned and blessed,4KLfxMic1YakPsXBT0EjHJ
akem manah,dreich,41rWX4QF26QBPVYE1iOEms
adrestia,requiem,5pJhLkzkXzumdVNrMiq1pm
skull carving,time,1ACzov1uzHmnbSEDGR1VFs
ethereal war,infernal battalion (remastered),2bY7qW9aLqCwQVPZvH9b0C
violent insurrection,arson,1ijqYxDzRz90aIavkZ85aH
dollhaver,cottonmouth,3Rm612f5KhLjCrQpzyGQ0W
black jade,bredhil the blessed,5axOXWUhZboYaHXEmjADjA
тобі не зайде,"я не звір, я просто бог",1IbkeG49h15XFbOOjv0FNQ
eddysss,wicked dawn,1cfvHerg6Tfb1jPd7g1PHH
bál,ynávrám (black record covenant),7idYXdBCgpYRtzhR79VwJU
speedburner,over the edge,7zGahcFTYwE15XULrucRRf
temair,pillars of creation,36Gj79vxqoB9H3pYqbkv6C
mechanica,потерял тебя,6MmFDcu5XbFbDpp1kGmMuQ
hanashi,sanctus angeli solitudo,6KwKrFthYsWhKeWwSbDKOl
michael paul hanna,the battle for your soul,6AOAN41FSCtXiG05oBNh6t
syntax error,oh woe is me,2yQQRLDxWpNdApc1HKkRWV
althar culto negro,solve et coagvla,03FJ41B8ZCuVekbMuQIY2Z
scaretape,people peeler,6K5NsuheIwEpaFxPVt5tMG
swnw,mirage,6rFBvqUIvomMvfd7FD15Yy
antichües,horrors of war,7dk7jDuwfNYZ6HGbvkrBWb
copropheliac carnage,you have aids,4Pl6i1x27IPLMdleADxvIg
phoenix band,ритуал,2Fv1Wn1TDyeMlpDERcWBDH
xenophage,we have scars,4uVXE0OXtWKzENYy1FjqHj
steel cage,into the abyss,0cEbbNBmsb9xlDxbTscpo2
konatus,katastrof,5b14hDNBgdo33sRZadXgG1
